"Col001","Col002","Col003","Col004","Col005","Col006","Col007","Col008","Col009","Col010","Col011","Col012","Col013","Col014","Col015","Col016","Col017","Col018","Col019","Col020","Col021","Col022","Col023","Col024","Col025","Col026","Col027","Col028"
"13","O.M BONITATIS","2012-04-14 00:00:00","ATLANTIC","ADBIYA","746","2012-04-14 00:00:00","2012-04-14 00:00:00","2012-04-14 00:00:00","6208    RIGISTRATION NO.296/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"14","UNI-PERFECT","2012-05-10 00:00:00","ATLANTIC","ADBIYA","747","2012-05-10 00:00:00","2012-05-10 00:00:00","2012-05-10 00:00:00","178  RIGISTRATION NO.345/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"15","UNI-PREFECT","2012-05-03 00:00:00","ATLANTIC","JEDDAH","748","2012-05-03 00:00:00","2012-05-03 00:00:00","2012-05-03 00:00:00","177N  RIGISTRATION NO.335/2012","0","ct/890",,,,,,,,,,,,,,,,
"16","O.MBONITATIS","2012-06-13 00:00:00","ATLANTIC","ADBIYA","749","2012-06-13 00:00:00","2012-06-13 00:00:00","2012-06-13 00:00:00","6212 A  RIGISTRATION NO.415/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"17","O.M BONITATIS","2012-06-07 00:00:00","ATLANTIC","ADBIYA","750","2012-06-07 00:00:00","2012-06-07 00:00:00","2012-06-07 00:00:00","6212    RIGISTRATION NO.396/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"18","OM BONITATIS","2012-06-22 00:00:00","ATLANTIC","ADBIYA","752","2012-06-22 00:00:00","2012-06-22 00:00:00","2012-06-22 00:00:00","6213   RIGISTRATION NO.435/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"19","O.M BONITATIS","2012-07-15 00:00:00","ATLANTIC","ADBIYA","753","2012-07-15 00:00:00","2012-07-15 00:00:00","2012-07-15 00:00:00","6214    RIGISTRATION NO.477/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"20","CONCORD","2012-07-19 00:00:00","ATLANTIC","JEDDAH","754","2012-07-19 00:00:00","2012-07-19 00:00:00","2012-07-19 00:00:00","9200     RIGISTRATION NO.484/2012","0","V2AFI",,,,,,,,,,,,,,,,
"21","CONCRD","2012-08-14 00:00:00","ATLANTIC","ADBIYA","755","2012-08-14 00:00:00","2012-08-14 00:00:00","2012-08-14 00:00:00","9201  RIGISTRATION NO.538/2012","0","V2AFI",,,,,,,,,,,,,,,,
"22","O.M BONITATIS","2012-08-09 00:00:00","ATLANTIC","ADBIYA","756","2012-08-09 00:00:00","2012-08-09 00:00:00","2012-08-09 00:00:00","6215     RIGISTRATION NO.530/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"23","CONCORD","2012-08-25 00:00:00","ATLANTIC","ADBIYA","757","2012-08-25 00:00:00","2012-08-25 00:00:00","2012-08-25 00:00:00","9202    RIGISTRATION NO.555/2012","0","V2AFI",,,,,,,,,,,,,,,,
"24","O.M BONITATIS","2012-08-30 00:00:00","ATLANTIC","ADBIYA","758","2012-08-30 00:00:00","2012-08-30 00:00:00","2012-08-30 00:00:00","6216     RIGISTRATION NO.570/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"25","CONCORD","2012-09-17 00:00:00","ATLANTIC","ADBIYA","759","2012-09-17 00:00:00","2012-09-17 00:00:00","2012-09-17 00:00:00","9203   RIGISTRATION NO.619/2012","0","V2AFI",,,,,,,,,,,,,,,,
"26","OM.BMONITATIS","2012-09-24 00:00:00","ATLANTIC","ADBIYA","760","2012-09-24 00:00:00","2012-09-24 00:00:00","2012-09-24 00:00:00","6217   RIGISTRATION NO.634/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"27","CONCORD","2012-10-07 00:00:00","ATLANTIC","ADBIYA","761","2012-10-07 00:00:00","2012-10-07 00:00:00","2012-10-07 00:00:00","9204    RIGISTRATION NO.666/2012","0","V2AFI",,,,,,,,,,,,,,,,
"28","OM BONITATIS","2012-10-14 00:00:00","ATLANTIC","ADBIYA","762","2012-10-14 00:00:00","2012-10-14 00:00:00","2012-10-14 00:00:00","6218   RIGISTRATION NO.677/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"29","CONCORD","2012-10-24 00:00:00","ATLANTIC","ATLANTCI","763","2012-10-24 00:00:00","2012-10-24 00:00:00","2012-10-24 00:00:00","9205     RIGISTRATION NO.716/2012","0","V2AFI",,,,,,,,,,,,,,,,
"30","O.M BONITATIS","2012-11-03 00:00:00","ATLANTIC","ADBIYA","764","2012-11-03 00:00:00","2012-11-03 00:00:00","2012-11-03 00:00:00","6219   RIGISTRATION NO.731/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"31","CONCORD","2012-11-10 00:00:00","ATLANTIC","ADBIYA","765","2012-11-10 00:00:00","2012-11-10 00:00:00","2012-11-10 00:00:00","9206     RIGISTRATION NO.744/2012","0","V2AFI",,,,,,,,,,,,,,,,
"32","O.M BONITATIS","2012-11-21 00:00:00","ATLANTIC","ADBIYA","766","2012-11-21 00:00:00","2012-11-21 00:00:00","2012-11-21 00:00:00","6220    RIGISTRATION NO.761/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"33","CONCORD","2012-11-29 00:00:00","ATLANTIC","ADBIYA","767","2012-11-29 00:00:00","2012-11-29 00:00:00","2012-11-29 00:00:00","9207     RIGISTRATION NO.785/2012","0","V2AFI",,,,,,,,,,,,,,,,
"34","O.M BONITATIS","2012-12-10 00:00:00","ATLANTIC","ADBIYA","768","2012-12-10 00:00:00","2012-12-10 00:00:00","2012-12-10 00:00:00","6221   RIGISTRATION NO.808/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"35","CONCORD","2012-12-18 00:00:00","ATLANTIC","ADBIYA","769","2012-12-18 00:00:00","2012-12-18 00:00:00","2012-12-18 00:00:00","9208     RIGISTRATION NO.830/2012","0","V2AFI",,,,,,,,,,,,,,,,
"36","O.M BONITATIS","2012-12-17 00:00:00","ATLANTIC","ADBIYA","770","2012-12-17 00:00:00","2012-12-17 00:00:00","2012-12-17 00:00:00","6221   RIGISTRATION NO.829/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"37","O.MBONITATIS","2012-12-31 00:00:00","ATLANTIC","ADBIYA","771","2012-12-31 00:00:00","2012-12-31 00:00:00","2012-12-31 00:00:00","6222      RIGISTRATION NO.864/2012","0","A 8 NF7",,,,,,,,,,,,,,,,
"38","CONCORD","2013-01-08 00:00:00","ATLANTIC","ADBIYA","772","2013-01-08 00:00:00","2013-01-08 00:00:00","2013-01-08 00:00:00","9301    RIGISTRATION NO.24/2013","0","V2AFI",,,,,,,,,,,,,,,,
"39","O.MBONITATIS","2013-01-17 00:00:00","ATLANTIC","ATLANTCI","773","2013-01-17 00:00:00","2013-01-17 00:00:00","2013-01-17 00:00:00","6301    RIGISTRATION NO.40/2013","0","A 8 NF7",,,,,,,,,,,,,,,,
"40","NIENSTEDTEN","2013-01-28 00:00:00","ATLANTIC","ADBIYA","774","2013-01-28 00:00:00","2013-01-28 00:00:00","2013-01-28 00:00:00","10302     RIGISTRATION NO.73/2013","0","V7DV2",,,,,,,,,,,,,,,,
"41","O.M BONITATIS","2013-02-08 00:00:00","ATLANTIC","ADBIYA","775","2013-02-08 00:00:00","2013-02-08 00:00:00","2013-02-08 00:00:00","6302     RIGISTRATION NO.100/2013","0","A 8 NF7",,,,,,,,,,,,,,,,
"42","NIENSTEDTEN","2013-02-20 00:00:00","ATLANTIC","ADBIYA","776","2013-02-20 00:00:00","2013-02-20 00:00:00","2013-02-20 00:00:00","10303   RIGISTRATION NO.132/2013","0","V7DV2",,,,,,,,,,,,,,,,
"43","O.MBONITATIS","2013-02-27 00:00:00","ATLANTIC","ATLANTCI","777","2013-02-27 00:00:00","2013-02-27 00:00:00","2013-02-27 00:00:00","6303    RIGISTRATION NO.149/2013","0","CAL78996",,,,,,,,,,,,,,,,
"44","NIENSTEDTEN","2013-03-10 00:00:00","ATLANTIC","ADBIYA","778","2013-03-10 00:00:00","2013-03-10 00:00:00","2013-03-10 00:00:00","10304  RIGISTRATION NO.179/2013","0","1456",,,,,,,,,,,,,,,,
"45","O.MBONITATIS","2013-03-16 00:00:00","ATLANTIC","ADBIYA","779","2013-03-16 00:00:00","2013-03-16 00:00:00","2013-03-16 00:00:00","6304    RIGISTRATION NO.192/2013","0","A 8 NF7",,,,,,,,,,,,,,,,
"46","NIENSTEDTEN","2013-03-30 00:00:00","ATLANTIC","ADBIYA","780","2013-03-30 00:00:00","2013-03-30 00:00:00","2013-03-30 00:00:00","10305     RIGISTRATION NO.225/2013","0","1456",,,,,,,,,,,,,,,,
"47","O.M BONITATIS","2013-04-05 00:00:00","ATLANTIC","ADBIYA","781","2013-04-05 00:00:00","2013-04-05 00:00:00","2013-04-05 00:00:00","6305   RIGISTRATION NO.234/2013","0","A 8 NF7",,,,,,,,,,,,,,,,
"48","NIENSTEDTEN","2013-04-16 00:00:00","ATLANTIC","ADBIYA","782","2013-04-16 00:00:00","2013-04-16 00:00:00","2013-04-16 00:00:00","10306    RIGISTRATION NO.268/2013","0","123236",,,,,,,,,,,,,,,,
"49","O.M BONITATIS","2013-04-26 00:00:00","ATLANTIC","ADBIYA","783","2013-04-26 00:00:00","2013-04-26 00:00:00","2013-04-26 00:00:00","6306    RIGSTR. PZUNO.  2013/126","0","450663",,,,,,,,,,,,,,,,
"50","NIENSTEDTEN","2013-05-06 00:00:00","ATLANTIC","ADBIYA","784","2013-05-06 00:00:00","2013-05-06 00:00:00","2013-05-06 00:00:00","10307   RIGSTR. PZUSO.  2013/307","0","17589",,,,,,,,,,,,,,,,
"51","O.M BONITATIS","2013-05-17 00:00:00","ATLANTIC","ADBIYA","785","2013-05-17 00:00:00","2013-05-17 00:00:00","2013-05-17 00:00:00","6307     RIGSTR. PZUSO.  2013/336","0","44566+",,,,,,,,,,,,,,,,
"52","SPERO","2013-06-03 00:00:00","ATLANTIC","ADBIYA","786","2013-06-03 00:00:00","2013-06-03 00:00:00","2013-06-03 00:00:00","11301     RIGSTR. PZUSO.  2013/377","0","17589",,,,,,,,,,,,,,,,
"53","O.M  BONITATIS","2013-06-11 00:00:00","ATLANTIC","ADBIYA","787","2013-06-11 00:00:00","2013-06-11 00:00:00","2013-06-11 00:00:00","6308    RIGSTR. PZUSO.  2013/396","0","17502",,,,,,,,,,,,,,,,
"54","SPERO","2013-06-22 00:00:00","ATLANTIC","ADBIYA","788","2013-06-22 00:00:00","2013-06-22 00:00:00","2013-06-22 00:00:00","11302   RIGSTR. PZUSO.  2013/431","0","17980",,,,,,,,,,,,,,,,
"55","O.M BONITATIS","2013-07-01 00:00:00","ATLANTIC","ADBIYA","789","2013-07-01 00:00:00","2013-07-01 00:00:00","2013-07-01 00:00:00","6309  RIGSTR. PZUSO.  2013/456","0","ASNF7",,,,,,,,,,,,,,,,
"56","SPERO","2013-07-17 00:00:00","ATLANTIC","ADBIYA","790","2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-17 00:00:00","11303   RIGSTR. PZUSO.  2013/494","0","17980",,,,,,,,,,,,,,,,
"57","O.B BONITATIS","2013-07-23 00:00:00","ATLANTIC","ATLANTCI","791","2013-07-23 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00","6310  RIGSTR. PZUSO.  2013/506","0","178953",,,,,,,,,,,,,,,,
"58","SPERO","2013-08-09 00:00:00","ATLANTIC","ADBIYA","792","2013-08-09 00:00:00","2013-08-10 00:00:00","2013-08-09 00:00:00","11304 RIGSTR .PZUSO 2013/547","0","1572",,,,,,,,,,,,,,,,
"59","O.M BONITATIS","2013-08-24 00:00:00","ATLANTIC","ADBIYA","793","2013-08-24 00:00:00","2013-08-24 00:00:00","2013-08-24 00:00:00","6311  RIGSTR. PZUSO.  2013/586","0","170000",,,,,,,,,,,,,,,,
"60","SPERO","2013-08-31 00:00:00","ATLANTIC","ADBIYA","794","2013-08-31 00:00:00","2013-08-31 00:00:00","2013-08-31 00:00:00","11305   RIGSTR. PZUSO.  2013/597","0","45633",,,,,,,,,,,,,,,,
"61","O.M BONITATIS","2013-09-10 00:00:00","ATLANTIC","ADBIYA","795","2013-09-10 00:00:00","2013-09-10 00:00:00","2013-09-10 00:00:00","6312   RIGSTR. PZUSO.  2013/620","0","7850.",,,,,,,,,,,,,,,,
"62","SPERO","2013-09-18 00:00:00","ATLANTIC","ADBIYA","796","2013-09-18 00:00:00","2013-09-18 00:00:00","2013-09-18 00:00:00","11306    RIGSTR. PZUSO.  2013/636","0","1256",,,,,,,,,,,,,,,,
"63","O.M BONITATIS","2013-09-28 00:00:00","ATLANTIC","ADBIYA","797","2013-09-28 00:00:00","2013-09-28 00:00:00","2013-09-28 00:00:00","6313   RIGSTR. PZUSO.  2013/663","0","12563",,,,,,,,,,,,,,,,
"64","SPERO","2013-10-07 00:00:00","ATLANTIC","ADBIYA","798","2013-10-07 00:00:00","2013-10-07 00:00:00","2013-10-07 00:00:00","11307     RIGSTR. PZUSO.  2013/689","0","7809",,,,,,,,,,,,,,,,
"65","O.MBONITATIS","2013-10-17 00:00:00","ATLANTIC","ADBIYA","799","2013-10-17 00:00:00","2013-10-17 00:00:00","2013-10-17 00:00:00","6314 REG NO: 2013/700","0","4569",,,,,,,,,,,,,,,,
"66","O.M BONITATIS","2013-11-12 00:00:00","ATLANTIC","ADBIYA","800","2013-11-12 00:00:00","2013-11-12 00:00:00","2013-11-12 00:00:00","6315      REG NO: 2013/762","0","1236",,,,,,,,,,,,,,,,
"67","MAYA RICKMERS","2013-11-17 00:00:00","ATLANTIC","ATLANTCI","801","2013-11-17 00:00:00","2013-11-17 00:00:00","2013-11-17 00:00:00","12302     REG NO: 2013/771","0","1970",,,,,,,,,,,,,,,,
"68","O.MBONITATIS","2013-12-01 00:00:00","ATLANTIC","ADBIYA","802","2013-12-01 00:00:00","2013-12-01 00:00:00","2013-12-01 00:00:00","6316     REG NO: 2013/804","0","1975",,,,,,,,,,,,,,,,
"69","MAYA RICKMERS","2013-12-13 00:00:00","ATLANTIC","ADBIYA","803","2013-12-13 00:00:00","2013-12-13 00:00:00","2013-12-13 00:00:00","12303     REG NO: 2013/830","0","1780",,,,,,,,,,,,,,,,
"70","O.M BONITATIS","2013-12-20 00:00:00","ATLANTIC","ADBIYA","804","2013-12-20 00:00:00","2013-12-20 00:00:00","2013-12-20 00:00:00","6317      REG NO: 2013/845","0","12563",,,,,,,,,,,,,,,,
"71","MAYA RICKMERS","2014-01-02 00:00:00","ATLANTIC","ADBIYA","805","2014-01-02 00:00:00","2014-01-02 00:00:00","2014-01-02 00:00:00","12304    REG NO: 2014/5","0","1970",,,,,,,,,,,,,,,,
"72","O.M BONITATIS","2014-01-10 00:00:00","ATLANTIC","ADBIYA","806","2014-01-10 00:00:00","2014-01-10 00:00:00","2014-01-10 00:00:00","6401    REG NO: 2014/29","0","12559",,,,,,,,,,,,,,,,
"73","MAYA RICKMERS","2014-01-18 00:00:00","ATLANTIC","ADBIYA","807","2014-01-18 00:00:00","2014-01-18 00:00:00","2014-01-18 00:00:00","12401     REG NO: 2014/49","0","1975",,,,,,,,,,,,,,,,
"74","O.MBONITATIS","2014-01-25 00:00:00","ATLANTIC","ADBIYA","808","2014-01-25 00:00:00","2014-01-25 00:00:00","2014-01-25 00:00:00","6402   REG NO: 2014/72","0","1970",,,,,,,,,,,,,,,,
"75","SPIRIT OF MUMBAI","2014-02-17 00:00:00","ATLANTIC","ADBIYA","809","2014-02-17 00:00:00","2014-02-17 00:00:00","2014-02-17 00:00:00","13401  REG NO: 2014/124","0","1970",,,,,,,,,,,,,,,,
"76","O.M BONITATIS","2014-02-09 00:00:00","ATLANTIC","ADBIYA","810","2014-02-09 00:00:00","2014-02-09 00:00:00","2014-02-09 00:00:00","6403    REG NO: 2014/103","0","1975",,,,,,,,,,,,,,,,
"77","O.M.BONITATIS","2014-02-19 00:00:00","ATLANTIC","ADBIYA","811","2014-02-19 00:00:00","2014-02-19 00:00:00","2014-02-19 00:00:00","64031  REG NO: 2014/142","0","19750",,,,,,,,,,,,,,,,
"78","SPIRIT OF MUMBAI","2014-03-08 00:00:00","ATLANTIC","ADBIYA","812","2014-03-08 00:00:00","2014-03-08 00:00:00","2014-03-08 00:00:00","13402   REG NO: 2014/179","0","1978",,,,,,,,,,,,,,,,
"79","O.M .BONITATIS","2014-03-16 00:00:00","ATLANTIC","ADBIYA","813","2014-03-16 00:00:00","2014-03-16 00:00:00","2014-03-16 00:00:00","6404   REG NO: 2014/198","0","1975",,,,,,,,,,,,,,,,
"80","SPIRIT OF MUMBAI","2014-03-29 00:00:00","ATLANTIC","ADBIYA","814","2014-03-29 00:00:00","2014-03-29 00:00:00","2014-03-29 00:00:00","14403    REG NO: 2014/235","0","1975",,,,,,,,,,,,,,,,
"81","O.M BONITATIS","2014-04-02 00:00:00","ATLANTIC","ADBIYA","815","2014-04-02 00:00:00","2014-04-02 00:00:00","2014-04-02 00:00:00","6405    REG NO: 2014/243","0","1970",,,,,,,,,,,,,,,,
"82","O.M BONITATIS","2014-04-06 00:00:00","ATLANTIC","ADBIYA","816","2014-04-06 00:00:00","2014-04-06 00:00:00","2014-04-06 00:00:00","64051    REG NO: 2014/256","0","1975",,,,,,,,,,,,,,,,
"83","SPIRIT OF MUMBAI","2014-04-23 00:00:00","ATLANTIC","ADBIYA","817","2014-04-23 00:00:00","2014-04-23 00:00:00","2014-04-23 00:00:00","14404    REG NO: 2014/284","0","1975",,,,,,,,,,,,,,,,
"84","O.M BONITATIS","2014-04-29 00:00:00","ATLANTIC","ADBIYA","818","2014-04-29 00:00:00","2014-04-29 00:00:00","2014-04-29 00:00:00","6406    REG NO: 2014/296","0","1970",,,,,,,,,,,,,,,,
"85","SPIRIT OF MUMBAI","2014-05-12 00:00:00","ATLANTIC","ADBIYA","819","2014-05-12 00:00:00","2014-05-12 00:00:00","2014-05-12 00:00:00","14405   REG NO: 2014/320","0","1975",,,,,,,,,,,,,,,,
"86","O.M. BONITATIS","2014-05-16 00:00:00","ATLANTIC","ADBIYA","820","2014-05-16 00:00:00","2014-05-16 00:00:00","2014-05-16 00:00:00","6407 REG NO: 2014/333","0","1970",,,,,,,,,,,,,,,,
"87","SPIRIT OF MUMBAI","2014-05-31 00:00:00","ATLANTIC","ADBIYA","821","2014-05-31 00:00:00","2014-05-31 00:00:00","2014-05-31 00:00:00","14406 REG NO: 2014/360","0","1970",,,,,,,,,,,,,,,,
"88","O . M BONITATIS","2014-06-01 00:00:00","ATLANTIC","ADBIYA","822","2014-06-01 00:00:00","2014-06-01 00:00:00","2014-06-01 00:00:00","6408REG NO: 2014/373","0","1970",,,,,,,,,,,,,,,,
"89","O . M BONITATIS","2017-01-26 00:00:00","ATLANTIC","ADBIYA","823","2017-01-20 00:00:00","2017-01-20 00:00:00","2017-01-20 00:00:00","sdgsdfgsdfgd","0","1971",,,,,,,,,,,,,,,,
"90","GYDNIA TRADER 0197W","2017-01-23 00:00:00","ATLANTIC","ADBIYA","824","2017-01-23 00:00:00","2017-01-23 00:00:00","2017-01-23 00:00:00","197W RIG:51","0","9HA3983",,,,,,,,,,,,,,,,
"91","ASIR","2017-01-28 00:00:00","ATLANTIC","ADBIYA","825","2017-01-28 00:00:00","2017-01-28 00:00:00","2017-01-28 00:00:00","1704W   REG NO: 2017/63","0","D5MD6",,,,,,,,,,,,,,,,
"92","X PRESS SUEZ196 E","2017-01-29 00:00:00","ATLANTIC","ADBIYA","826","2017-01-29 00:00:00","2017-01-29 00:00:00","2017-01-29 00:00:00","196E   REG NO: 2017/72","0","6AKN",,,,,,,,,,,,,,,,
"93","PROSPER","2016-10-10 00:00:00","ATLANTIC","ADBIYA","827","2016-10-10 00:00:00","2016-10-10 00:00:00","2016-10-10 00:00:00","181  REG NO: 796/2016","0","1235",,,,,,,,,,,,,,,,
"94","X-PRESS SUEZ 0194W","2016-12-31 00:00:00","ATLANTIC","ATLANTCI","828","2016-12-31 00:00:00","2016-12-31 00:00:00","2016-12-31 00:00:00","0194W RIG:6","0","124587",,,,,,,,,,,,,,,,
"95","X-PRESS SUEZ","2017-02-06 00:00:00","ATLANTIC","ADBIYA","829","2017-02-06 00:00:00","2017-02-06 00:00:00","2017-02-06 00:00:00","0197   REG NO: 2017/86","0","6AKN",,,,,,,,,,,,,,,,
"96","MV ASIR 1649W","2016-12-04 00:00:00","ATLANTIC","ADBIYA","830","2016-12-04 00:00:00","2016-12-04 00:00:00","2016-12-04 00:00:00","6621 RIG :929 /2016","0","12345",,,,,,,,,,,,,,,,
"97","X-PRESS SUEZ 0194W","2016-12-31 00:00:00","ATLANTIC","ADBIYA","831","2016-12-31 00:00:00","2016-12-31 00:00:00","2016-12-31 00:00:00","0194W RIG:6/2017","0","12134",,,,,,,,,,,,,,,,
"98","XPRESS SUEZ198E","2017-02-13 00:00:00","ATLANTIC","ADBIYA","832","2017-02-13 00:00:00","2017-02-13 00:00:00","2017-02-13 00:00:00","198 RIG:109","0","19750",,,,,,,,,,,,,,,,
"99","XPRESS SUEZ","2017-02-20 00:00:00","ATLANTIC","ADBIYA","833","2017-02-20 00:00:00","2017-02-20 00:00:00","2017-02-20 00:00:00","0199     REG NO: 2017/124","0","1975",,,,,,,,,,,,,,,,
"100","X-PRESSSUEZ","2017-02-28 00:00:00","ATLANTIC","ADBIYA","834","2017-02-28 00:00:00","2017-02-28 00:00:00","2017-02-28 00:00:00","0200W     REG NO: 2017/140","0","1975",,,,,,,,,,,,,,,,
"101","X-PRESSSUEZ","2017-03-15 00:00:00","ATLANTIC","ADBIYA","835","2017-03-15 00:00:00","2017-03-15 00:00:00","2017-03-15 00:00:00","0202W     REG NO: 2017/171","0","1975",,,,,,,,,,,,,,,,
"102","GEDYNIA TRADER","2017-03-24 00:00:00","ATLANTIC","ADBIYA","836","2017-03-24 00:00:00","2017-03-24 00:00:00","2017-03-24 00:00:00","0203   REG NO: 2017/193","0","19750",,,,,,,,,,,,,,,,
"103","ASIR","2017-03-27 00:00:00","ATLANTIC","ADBIYA","837","2017-03-27 00:00:00","2017-03-27 00:00:00","2017-03-27 00:00:00","1712W  REG NO: 2017/201","0","19785",,,,,,,,,,,,,,,,
"104","STADT LUEBECK","2017-04-11 00:00:00","ALBARRAK","ADBIYA","838","2017-04-11 00:00:00","2017-04-11 00:00:00","2017-04-11 00:00:00","205W   REG NO: 2017/237","0","1975",,,,,,,,,,,,,,,,
"105","STADET LUBECK","2017-04-20 00:00:00","ATLANTIC","ADBIYA","839","2017-04-20 00:00:00","2017-04-20 00:00:00","2017-04-20 00:00:00","0206W   REG NO: 2017/256","0","1970",,,,,,,,,,,,,,,,
"106","ASIR","2017-04-24 00:00:00","ATLANTIC","","840","2017-04-24 00:00:00","2017-04-24 00:00:00","2017-04-24 00:00:00","1716  REG NO: 2017/266","0","19750",,,,,,,,,,,,,,,,
"107","LE CHANG","2017-05-02 00:00:00","ATLANTIC","XINGANG","841","2017-05-02 00:00:00","2017-05-02 00:00:00","2017-05-02 00:00:00","132","0","BOQC",,,,,,,,,,,,,,,,
"108","ASIR","2017-05-06 00:00:00","ATLANTIC","ADBIYA","842","2017-05-06 00:00:00","2017-05-06 00:00:00","2017-05-06 00:00:00","1718W   REG NO: 2017/299","0","1970",,,,,,,,,,,,,,,,
"109","SUDAIR","2017-05-14 00:00:00","ATLANTIC","ADBIYA","843","2017-05-14 00:00:00","2017-05-14 00:00:00","2017-05-14 00:00:00","1719W   REG NO: 2017/316","0","1970",,,,,,,,,,,,,,,,
"110","EXCELLENT","2017-05-10 00:00:00","ATLANTIC","ATLANTCI","844","2017-05-10 00:00:00","2017-05-10 00:00:00","2017-05-10 00:00:00","025E   REG NO: 2017/319","0","1970",,,,,,,,,,,,,,,,
"111","EVERS SUMMIT","2017-05-27 00:00:00","ATLANTIC","ADBIYA","845","2017-05-27 00:00:00","2017-05-27 00:00:00","2017-05-27 00:00:00","047E    REG NO: 2017/352","0","19750",,,,,,,,,,,,,,,,
"112","SUDAIR","2017-06-05 00:00:00","ATLANTIC","ADBIYA","846","2017-06-05 00:00:00","2017-06-05 00:00:00","2017-06-05 00:00:00","1722W   REG NO: 2017/368","0","1970",,,,,,,,,,,,,,,,
